source_doc,source_section,source_is_api,source_concepts,target_doc,target_section,target_is_api,target_concepts,similarity,priority_score,is_cross_corpus,max_tickets,pair_type,similarity_band
data/raw_md/articles/ui-construction/view-items-and-property-editors,view-items-and-property-editors::2,False,"['.NET Runtime' 'Action Containers' 'Actions' 'Application Model' 'Blazor'
 'Collection Property' 'Collection Property Editors' 'Dashboard View'
 'Detail View' 'List View' 'Nested Views' 'Property Editor Types'
 'Property Editors' 'Reference Property' 'View Customization' 'View Items'
 'View Types' 'Views' 'WinForms' 'Windows']",data/raw_md/apidoc/DevExpress.ExpressApp.Editors/ViewItem/CreateControl1135740,CreateControl1135740::1,True,['Detail View' 'View Items' 'View Types' 'Views'],0.7482501268386841,2.2447503805160522,True,2772,ca,0.70-0.75
data/raw_md/articles/ui-construction/ways-to-access-ui-elements-and-their-controls/ways-to-access-ui-elements-and-their-controls,ways-to-access-ui-elements-and-their-controls::5,False,"['.NET Runtime' 'Blazor' 'Dashboard View' 'Property Editors' 'View Items'
 'View Types' 'Views']",data/raw_md/apidoc/DevExpress.ExpressApp/DashboardViewExtensions/CustomizeViewItemControl_1,CustomizeViewItemControl_1::1,True,"['.NET Runtime' 'Blazor' 'Dashboard View' 'View Items' 'View Types'
 'Views' 'WinForms' 'Windows']",0.748213529586792,2.244640588760376,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp/DashboardViewExtensions/CustomizeViewItemControl_1,CustomizeViewItemControl_1::1,True,"['.NET Runtime' 'Blazor' 'Dashboard View' 'View Items' 'View Types'
 'Views' 'WinForms' 'Windows']",data/raw_md/articles/ui-construction/ways-to-access-ui-elements-and-their-controls/ways-to-access-ui-elements-and-their-controls,ways-to-access-ui-elements-and-their-controls::5,False,"['.NET Runtime' 'Blazor' 'Dashboard View' 'Property Editors' 'View Items'
 'View Types' 'Views']",0.748213529586792,2.244640588760376,True,2772,ac,0.70-0.75
data/raw_md/apidoc/DevExpress.Persistent.Base/IFileData/IFileData,IFileData::1,True,"['Blazor' 'Entity Framework Core' 'File Attachments' 'Office Module'
 'Property Editors' 'WinForms' 'XPO']",data/raw_md/articles/document-management/file-attachments-module,file-attachments-module::9,False,"['Business Object' 'Entity Framework Core' 'File Attachments'
 'XAF Application' 'XPO']",0.7481907606124878,2.2445722818374634,True,1634,ac,0.70-0.75
data/raw_md/articles/document-management/file-attachments-module,file-attachments-module::9,False,"['Business Object' 'Entity Framework Core' 'File Attachments'
 'XAF Application' 'XPO']",data/raw_md/apidoc/DevExpress.Persistent.Base/IFileData/IFileData,IFileData::1,True,"['Blazor' 'Entity Framework Core' 'File Attachments' 'Office Module'
 'Property Editors' 'WinForms' 'XPO']",0.7481907606124878,2.2445722818374634,True,1634,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.Persistent.Validation/RuleFromBoolPropertyAttribute/#ctor1130915,#ctor1130915::1,True,['Application Model' 'Validation'],data/raw_md/articles/validation/trigger-validation-programmatically-customize-default-rule-behavior,trigger-validation-programmatically-customize-default-rule-behavior::3,False,['Blazor' 'Custom Validation Rules' 'Validation'],0.7481253147125244,2.2443759441375732,True,484,ac,0.70-0.75
data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-ef-core/customize-the-audit-trail-system-ef-core,customize-the-audit-trail-system-ef-core::14,False,['Audit Trail' 'Entity Framework Core'],data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.AuditTrail.Services/AuditTrailServiceBase/BeginSessionAudit,BeginSessionAudit::2,True,['Business Logic' 'XPO'],0.7481117248535156,2.244335174560547,True,470,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.AuditTrail.Services/AuditTrailServiceBase/BeginSessionAudit,BeginSessionAudit::2,True,['Business Logic' 'XPO'],data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-ef-core/customize-the-audit-trail-system-ef-core,customize-the-audit-trail-system-ef-core::14,False,['Audit Trail' 'Entity Framework Core'],0.7481117248535156,2.244335174560547,True,470,ac,0.70-0.75
data/raw_md/apidoc/DevExpress.Persistent.Base/ObjectFormatter/Format1131334,Format1131334::2,True,['Entity Framework Core'],data/raw_md/articles/business-model-design-orm/business-model-design-with-entity-framework-core/relationships-between-entities-in-code-and-ui,relationships-between-entities-in-code-and-ui::10,False,['Business Objects' 'Entity Framework Core' 'Object Relationships'],0.7480972409248352,2.2442917227745056,True,473,ac,0.70-0.75
data/raw_md/articles/business-model-design-orm/business-model-design-with-entity-framework-core/relationships-between-entities-in-code-and-ui,relationships-between-entities-in-code-and-ui::10,False,['Business Objects' 'Entity Framework Core' 'Object Relationships'],data/raw_md/apidoc/DevExpress.Persistent.Base/ObjectFormatter/Format1131334,Format1131334::2,True,['Entity Framework Core'],0.7480972409248352,2.2442917227745056,True,473,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.EntityFrameworkCore.Security/SecuredEFCoreObjectSpaceProvider`1/SecuredEFCoreObjectSpaceProvider`1,SecuredEFCoreObjectSpaceProvider`1::2,True,['Entity Framework Core' 'Security System'],data/raw_md/articles/data-security-and-safety/security-system/security-tiers/middle-tier-security-ef-core/add-middle-tier-to-existing-app,add-middle-tier-to-existing-app::7,False,"['ApplicationBuilder' 'Entity Framework Core' 'Middle Tier' 'WinForms'
 'Windows']",0.7480825781822205,2.2442477345466614,True,470,ac,0.70-0.75
data/raw_md/articles/data-security-and-safety/security-system/security-tiers/middle-tier-security-ef-core/add-middle-tier-to-existing-app,add-middle-tier-to-existing-app::7,False,"['ApplicationBuilder' 'Entity Framework Core' 'Middle Tier' 'WinForms'
 'Windows']",data/raw_md/apidoc/DevExpress.EntityFrameworkCore.Security/SecuredEFCoreObjectSpaceProvider`1/SecuredEFCoreObjectSpaceProvider`1,SecuredEFCoreObjectSpaceProvider`1::2,True,['Entity Framework Core' 'Security System'],0.7480825781822205,2.2442477345466614,True,470,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp/ShowViewParameters/ShowViewParameters,ShowViewParameters::2,True,['Blazor' 'Windows'],data/raw_md/articles/ui-construction/views/ways-to-show-a-view/how-to-create-and-show-a-detail-view-of-the-selected-object-in-a-popup-window,how-to-create-and-show-a-detail-view-of-the-selected-object-in-a-popup-window::2,False,"['.NET Runtime' 'Blazor' 'Controller Types' 'Controllers'
 'Demo Applications' 'Detail View' 'List View' 'View Controller'
 'View Types' 'Views' 'Windows']",0.7480205297470093,2.244061589241028,True,2772,ac,0.70-0.75
data/raw_md/articles/ui-construction/views/ways-to-show-a-view/how-to-create-and-show-a-detail-view-of-the-selected-object-in-a-popup-window,how-to-create-and-show-a-detail-view-of-the-selected-object-in-a-popup-window::2,False,"['.NET Runtime' 'Blazor' 'Controller Types' 'Controllers'
 'Demo Applications' 'Detail View' 'List View' 'View Controller'
 'View Types' 'Views' 'Windows']",data/raw_md/apidoc/DevExpress.ExpressApp/ShowViewParameters/ShowViewParameters,ShowViewParameters::2,True,['Blazor' 'Windows'],0.7480205297470093,2.244061589241028,True,2772,ca,0.70-0.75
data/raw_md/articles/ui-construction/list-editors/how-to-access-list-editor-control,how-to-access-list-editor-control::6,False,"['.NET Runtime' 'Blazor' 'List View' 'Tree List' 'View Types' 'Views'
 'WinForms' 'Windows']",data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.Editors/DxGridListEditor/GridDataColumnModels,GridDataColumnModels::1,True,['Blazor'],0.7479878067970276,2.2439634203910828,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.Editors/DxGridListEditor/GridDataColumnModels,GridDataColumnModels::1,True,['Blazor'],data/raw_md/articles/ui-construction/list-editors/how-to-access-list-editor-control,how-to-access-list-editor-control::6,False,"['.NET Runtime' 'Blazor' 'List View' 'Tree List' 'View Types' 'Views'
 'WinForms' 'Windows']",0.7479878067970276,2.2439634203910828,True,2772,ac,0.70-0.75
data/raw_md/articles/getting-started/in-depth-tutorial-blazor/add-actions-menu-commands/add-an-action-that-displays-a-pop-up-window,add-an-action-that-displays-a-pop-up-window::1,False,[],data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/DialogController/DialogController,DialogController::1,True,"['Application Model' 'Controller Types' 'Controllers' 'Dialog Controller'
 'Model Editor' 'Windows']",0.7475776076316833,2.24273282289505,True,1144,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.SystemModule/DialogController/DialogController,DialogController::1,True,"['Application Model' 'Controller Types' 'Controllers' 'Dialog Controller'
 'Model Editor' 'Windows']",data/raw_md/articles/getting-started/in-depth-tutorial-blazor/add-actions-menu-commands/add-an-action-that-displays-a-pop-up-window,add-an-action-that-displays-a-pop-up-window::1,False,[],0.7475776076316833,2.24273282289505,True,1144,ac,0.70-0.75
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.AuditTrail.Services/AuditTrailServiceBase/BeginSessionAudit,BeginSessionAudit::1,True,['Audit Trail' 'Business Logic' 'XPO'],data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-ef-core/customize-the-audit-trail-system-ef-core,customize-the-audit-trail-system-ef-core::7,False,['ApplicationBuilder' 'Audit Trail' 'Entity Framework Core'],0.7474673390388489,2.2424020171165466,True,470,ac,0.70-0.75
data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-ef-core/customize-the-audit-trail-system-ef-core,customize-the-audit-trail-system-ef-core::7,False,['ApplicationBuilder' 'Audit Trail' 'Entity Framework Core'],data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.AuditTrail.Services/AuditTrailServiceBase/BeginSessionAudit,BeginSessionAudit::1,True,['Audit Trail' 'Business Logic' 'XPO'],0.7474673390388489,2.2424020171165466,True,470,ca,0.70-0.75
data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-xpo/specify-the-objects-and-properties-to-be-audited,specify-the-objects-and-properties-to-be-audited::2,False,[],data/raw_md/apidoc/DevExpress.Persistent.Base/UseInAuditTrailAttribute/UseInAuditTrailAttribute,UseInAuditTrailAttribute::1,True,['Audit Trail' 'Entity Framework Core'],0.747451901435852,2.242355704307556,True,470,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.Persistent.Base/UseInAuditTrailAttribute/UseInAuditTrailAttribute,UseInAuditTrailAttribute::1,True,['Audit Trail' 'Entity Framework Core'],data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-xpo/specify-the-objects-and-properties-to-be-audited,specify-the-objects-and-properties-to-be-audited::2,False,[],0.747451901435852,2.242355704307556,True,470,ac,0.70-0.75
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.AuditTrail.Services/AuditTrailServiceBase/BeginSessionAudit_1,BeginSessionAudit_1::1,True,['Audit Trail' 'Business Logic' 'XPO'],data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-xpo/analyze-the-audit-log,analyze-the-audit-log::6,False,['Audit Trail' 'Business Logic' 'Detail View' 'View Types' 'Views'],0.7474340200424194,2.2423020601272583,True,2772,ac,0.70-0.75
data/raw_md/articles/data-security-and-safety/audit-trail/audit-trail-xpo/analyze-the-audit-log,analyze-the-audit-log::6,False,['Audit Trail' 'Business Logic' 'Detail View' 'View Types' 'Views'],data/raw_md/apidoc/DevExpress.Persistent.BaseImpl.AuditTrail.Services/AuditTrailServiceBase/BeginSessionAudit_1,BeginSessionAudit_1::1,True,['Audit Trail' 'Business Logic' 'XPO'],0.7474340200424194,2.2423020601272583,True,2772,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Templates/IActionContainer/IActionContainer,IActionContainer::1,True,['Action Containers' 'Actions' 'Application Model' 'Business Object'],data/raw_md/articles/ui-construction/action-containers,action-containers::4,False,"['.NET Runtime' 'Action Containers' 'Actions' 'Application Model' 'Blazor'
 'WinForms' 'Windows']",0.7473919987678528,2.2421759963035583,True,717,ac,0.70-0.75
data/raw_md/articles/ui-construction/action-containers,action-containers::4,False,"['.NET Runtime' 'Action Containers' 'Actions' 'Application Model' 'Blazor'
 'WinForms' 'Windows']",data/raw_md/apidoc/DevExpress.ExpressApp.Templates/IActionContainer/IActionContainer,IActionContainer::1,True,['Action Containers' 'Actions' 'Application Model' 'Business Object'],0.7473919987678528,2.2421759963035583,True,717,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/InplaceReportCacheHelperService/#ctor,#ctor::1,True,[],data/raw_md/articles/shape-export-print-data/reports/task-based-help/how-to-execute-custom-code-when-a-report-is-persisted,how-to-execute-custom-code-when-a-report-is-persisted::9,False,['Entity Framework Core'],0.7472926378250122,2.2418779134750366,True,470,ac,0.70-0.75
data/raw_md/articles/shape-export-print-data/reports/task-based-help/how-to-execute-custom-code-when-a-report-is-persisted,how-to-execute-custom-code-when-a-report-is-persisted::9,False,['Entity Framework Core'],data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/InplaceReportCacheHelperService/#ctor,#ctor::1,True,[],0.7472926378250122,2.2418779134750366,True,470,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.Persistent.BaseImpl/MediaDataObject/MediaDataObject,MediaDataObject::1,True,"['.NET Runtime' 'Blazor' 'Business Object' 'Property Editors'
 'Reference Property' 'WinForms' 'XPO']",data/raw_md/articles/business-model-design-orm/data-types-supported-by-built-in-editors/blob-image-properties/blob-image-properties-in-entity-framework,blob-image-properties-in-entity-framework::5,False,['Business Object' 'Entity Framework Core' 'Property Editors'],0.7472910284996033,2.24187308549881,True,1634,ac,0.70-0.75
data/raw_md/articles/business-model-design-orm/data-types-supported-by-built-in-editors/blob-image-properties/blob-image-properties-in-entity-framework,blob-image-properties-in-entity-framework::5,False,['Business Object' 'Entity Framework Core' 'Property Editors'],data/raw_md/apidoc/DevExpress.Persistent.BaseImpl/MediaDataObject/MediaDataObject,MediaDataObject::1,True,"['.NET Runtime' 'Blazor' 'Business Object' 'Property Editors'
 'Reference Property' 'WinForms' 'XPO']",0.7472910284996033,2.24187308549881,True,1634,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp/ListView/Editor1129858,Editor1129858::1,True,"['.NET Runtime' 'Blazor' 'List Editors' 'List View' 'View Types' 'Views'
 'WinForms' 'Windows' 'XAF Application']",data/raw_md/articles/ui-construction/ways-to-access-ui-elements-and-their-controls/ways-to-access-ui-elements-and-their-controls,ways-to-access-ui-elements-and-their-controls::1,False,"['Detail View' 'List Editors' 'Property Editors' 'View Items' 'View Types'
 'Views']",0.7472514510154724,2.2417543530464172,True,2772,ac,0.70-0.75
data/raw_md/articles/ui-construction/ways-to-access-ui-elements-and-their-controls/ways-to-access-ui-elements-and-their-controls,ways-to-access-ui-elements-and-their-controls::1,False,"['Detail View' 'List Editors' 'Property Editors' 'View Items' 'View Types'
 'Views']",data/raw_md/apidoc/DevExpress.ExpressApp/ListView/Editor1129858,Editor1129858::1,True,"['.NET Runtime' 'Blazor' 'List Editors' 'List View' 'View Types' 'Views'
 'WinForms' 'Windows' 'XAF Application']",0.7472514510154724,2.2417543530464172,True,2772,ca,0.70-0.75
data/raw_md/articles/ui-construction/view-items-and-property-editors/property-editors/implement-a-property-editor-based-on-custom-components-blazor,implement-a-property-editor-based-on-custom-components-blazor::4,False,"['.NET Runtime' 'Application Model' 'Blazor' 'Model Editor'
 'Property Editors']",data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.Editors/BlazorPropertyEditorBase/ComponentModel,ComponentModel::1,True,['.NET Runtime' 'Blazor' 'Property Editors'],0.7472145557403564,2.2416436672210693,True,1634,ca,0.70-0.75
data/raw_md/apidoc/DevExpress.ExpressApp.Blazor.Editors/BlazorPropertyEditorBase/ComponentModel,ComponentModel::1,True,['.NET Runtime' 'Blazor' 'Property Editors'],data/raw_md/articles/ui-construction/view-items-and-property-editors/property-editors/implement-a-property-editor-based-on-custom-components-blazor,implement-a-property-editor-based-on-custom-components-blazor::4,False,"['.NET Runtime' 'Application Model' 'Blazor' 'Model Editor'
 'Property Editors']",0.7472145557403564,2.2416436672210693,True,1634,ac,0.70-0.75
data/raw_md/articles/shape-export-print-data/reports/task-based-help/how-to-register-an-additional-type-of-report-parameter,how-to-register-an-additional-type-of-report-parameter::3,False,[],data/raw_md/apidoc/DevExpress.ExpressApp.ReportsV2/PredefinedReportsUpdater/AddPredefinedReport``11137401,AddPredefinedReport``11137401::1,True,['Business Object' 'Reports' 'Reports V2'],0.7471629977226257,2.241488993167877,True,435,ca,0.70-0.75
